Date,Open,High,Low,Close,Adj Close,Volume,SMA_50,SMA_200,EMA_12,EMA_26,MACD,MACD_signal,MACD_hist,RSI_14,BB_high,BB_low,BB_width,ATR_14,close_t+1,next_ret_1d,target_up
2016-10-17,41.58000183105469,41.81999969482422,40.81999969482422,41.099998474121094,31.01191520690918,5645300,41.94119979858399,41.379499998092655,42.53582349011448,42.270193617648545,0.2656298724659365,0.4503783841592671,-0.18474851169333062,43.41199394198736,45.68399834621772,38.701001882664116,6.982996463553604,1.1633104909684495,40.650001525878906,-0.01094883126396054,0
2016-10-18,41.59000015258789,41.619998931884766,40.369998931884766,40.650001525878906,30.672382354736328,6896900,41.92299980163574,41.34835000038147,42.24569703407824,42.15017938862857,0.09551764544966801,0.37940623641734733,-0.2838885909676793,41.291291717222386,45.53239232998614,39.016608219330266,6.515784110655872,1.1695025987564176,41.720001220703125,0.02632225472717455,1
2016-10-19,40.959999084472656,42.099998474121094,40.880001068115234,41.720001220703125,31.47974967956543,9634100,41.93259979248047,41.31994999885559,42.16482075509745,42.11831433915261,0.046506415944840285,0.31282627232284593,-0.26631985637800565,47.81873798247814,45.46667980712792,39.248320726929705,6.218359080198212,1.1895379094339726,41.4900016784668,-0.0055129322988177,0
2016-10-20,41.380001068115234,42.06999969482422,41.09000015258789,41.4900016784668,31.306211471557617,6446100,41.95039985656738,41.30065001487732,42.06100243561581,42.07177266058329,-0.010770224967480146,0.24810697286478073,-0.2588771978322609,46.618877920980154,45.45630811971195,39.305692536415975,6.1506155832959735,1.1745708832055695,41.540000915527344,0.0012050912277136964,1
2016-10-21,41.16999816894531,41.599998474121094,40.959999084472656,41.540000915527344,31.343931198120117,5553200,41.95339988708496,41.2880500125885,41.9808483556022,42.03238216094952,-0.05153380534731866,0.18817881722236085,-0.2397126225696795,46.93062154368344,45.35611288959608,39.56588799541368,5.790224894182401,1.1363872050943458,42.2400016784668,0.01685124572729121,1
2016-10-24,41.869998931884766,42.560001373291016,41.63999938964844,42.2400016784668,31.872112274169922,9333800,41.970799942016605,41.2828000164032,42.020718097581366,42.04776138446932,-0.027043286887952434,0.1451343964002982,-0.17217768328825064,51.225242305115486,45.24603564406141,39.89796536301867,5.348070281042737,1.1280738659992975,41.810001373291016,-0.010179931062715553,0
2016-10-25,42.130001068115234,42.650001525878906,41.77000045776367,41.810001373291016,31.547658920288086,6268300,41.963399963378905,41.286250028610226,41.98830013999824,42.03014953178944,-0.04184939179120306,0.10773763876199796,-0.14958703055320102,48.62226183555619,44.9791254153171,40.402875698574505,4.576249716742595,1.11035438043615,41.79999923706055,-0.00023922831623866665,0
2016-10-26,41.25,42.290000915527344,41.130001068115234,41.79999923706055,31.54011344909668,8420200,41.94219993591309,41.29400002479553,41.95933077031552,42.013101361809525,-0.05377059149400765,0.07543599271079685,-0.1292065842048045,48.5604490568207,44.9829794688975,40.361021538182584,4.621957930714913,1.113900485220147,44.0,0.05263159816014775,1
2016-10-27,42.189998626708984,44.849998474121094,42.150001525878906,44.0,33.20011520385742,16604200,41.958199920654295,41.319000024795535,42.27327988257467,42.160279038712524,0.11300084386214593,0.08294896294106667,0.030051880921079258,60.46556007466246,45.03355926904015,40.34444175329872,4.6891175157414295,1.252193253208747,44.970001220703125,0.022045482288707386,1
2016-10-28,44.70000076293945,45.84000015258789,44.290000915527344,44.970001220703125,33.93203353881836,18410500,41.9857999420166,41.33760003089905,42.68816008844059,42.36840660774887,0.31975348069172327,0.130309866491198,0.18944361420052527,64.37995693135744,45.29244987685357,40.2355511454853,5.056898731368264,1.2941794603072572,43.45000076293945,-0.03380032058046509,0
2016-10-31,44.7599983215332,44.79999923706055,43.25,43.45000076293945,32.78511047363281,11284000,41.9883999633789,41.35805003166199,42.8053663460558,42.44852469331854,0.3568416527372591,0.17561622374041022,0.18122542899684888,55.162896284902864,45.29451833763359,40.23548273048165,5.059035607151941,1.3245953003355333,43.540000915527344,0.0020713498505771253,1
2016-11-01,43.970001220703125,44.06999969482422,42.540000915527344,43.540000915527344,32.85303497314453,8954800,42.00659996032715,41.39375002861023,42.91838704905142,42.529374783852525,0.3890122651988932,0.21829543203210683,0.17071683316678637,55.56851390533629,45.3503414350088,40.246659831470694,5.1036816035381065,1.3392669774042005,43.22999954223633,-0.007119921147738473,0
2016-11-02,42.91999816894531,43.560001373291016,42.349998474121094,43.22999954223633,32.61911392211914,7498400,42.006799926757814,41.436150026321414,42.96632743261833,42.581272914103174,0.3850545185151546,0.2516472493287164,0.1334072691864382,53.764339040302985,45.27396662382659,40.255034612135326,5.018932011691263,1.3300338289588949,43.599998474121094,0.008558846537189328,1
2016-11-03,43.459999084472656,44.0099983215332,43.09000015258789,43.599998474121094,32.8983039855957,6653900,42.01959991455078,41.46960001945496,43.06381528515721,42.65673406669709,0.4070812184601209,0.28273404315499734,0.12434717530512357,55.616558145952744,45.129353271254544,40.30764776634311,4.821705504911435,1.300745567529353,42.7599983215332,-0.019266059219852385,0
2016-11-04,43.34000015258789,43.79999923706055,42.68000030517578,42.7599983215332,32.26447296142578,7323000,42.01919990539551,41.495050020217896,43.01707421383044,42.664383270759025,0.3526909430714156,0.296725423138281,0.05596551993313459,50.65517582990294,44.956417605445566,40.334583142235104,4.621834463210462,1.2878350935547398,43.91999816894531,0.027128154652614974,1
2016-11-07,43.5,44.0,43.18000030517578,43.91999816894531,33.13975143432617,5780400,42.0515998840332,41.543650007247926,43.15598559154042,42.757391781735784,0.39859380980463754,0.3170991004715523,0.08149470933308522,56.43482290594636,44.8701869159522,40.37381370965815,4.496373206294052,1.2844184210484582,44.33000183105469,0.009335238597511553,1
2016-11-08,43.630001068115234,44.849998474121094,43.5,44.33000183105469,33.44911575317383,6343200,42.09119995117187,41.58855002403259,43.33660347454261,42.873881415018666,0.46272205952394785,0.3462236922820314,0.11649836724191642,58.29421303706701,45.02307317638673,40.32092744922362,4.7021457271631135,1.2891027105536463,45.72999954223633,0.03158126896807151,1
2016-11-09,43.470001220703125,46.209999084472656,43.38999938964844,45.72999954223633,34.50547790527344,10856700,42.161199951171874,41.63615002632141,43.7048182541878,43.08544572073849,0.6193725334493081,0.40085346051548676,0.21851907293382133,63.95188621389491,45.47189033705064,40.09811012071303,5.373780216337607,1.3984524951444015,44.779998779296875,-0.020774125791583057,0
2016-11-10,45.66999816894531,45.7400016784668,44.349998474121094,44.779998779296875,33.788665771484375,11182100,42.2357999420166,41.669950017929075,43.87023064266612,43.21096816952059,0.6592624731455317,0.45253526304149577,0.20672721010403589,58.183882334339025,45.72106222680915,40.111937956296316,5.609124270512837,1.3978489743730658,43.939998626708984,-0.018758378193084,0
