Date,Open,High,Low,Close,Adj Close,Volume,SMA_50,SMA_200,EMA_12,EMA_26,MACD,MACD_signal,MACD_hist,RSI_14,BB_high,BB_low,BB_width,ATR_14,close_t+1,next_ret_1d,target_up
2016-10-17,108.0,108.27999877929688,107.38999938964844,107.48999786376953,107.48999786376953,1136500,103.67099975585937,95.23769985198975,107.78163618958457,106.39157317032598,1.3900630192585908,1.7241810846267827,-0.3341180653681919,56.42665232038494,111.4597911108878,104.28220870600671,7.177582404881093,1.5080137953460138,108.41999816894531,0.008651970635951108,1
2016-10-18,108.44000244140625,108.81999969482422,108.01000213623047,108.41999816894531,108.41999816894531,1319000,103.86959976196289,95.31994983673096,107.87984572487085,106.54182687392742,1.3380188509434277,1.6469486378901117,-0.30892978694668405,60.365330129980016,109.6085570470108,106.91344231212005,2.695114734890751,1.4952986550394904,108.38999938964844,-0.0002766904612019034,0
2016-10-19,108.80999755859375,108.88999938964844,108.1500015258789,108.38999938964844,108.38999938964844,1281500,104.05999969482421,95.40019985198974,107.9583309040674,106.6787285417586,1.2796023623087933,1.573479382773848,-0.2938770204650547,60.17637411551348,109.6216296522084,106.9613697679576,2.6602598842507916,1.4413485985202077,109.02999877929688,0.005904598147913259,1
2016-10-20,108.41000366210938,109.37999725341797,107.55000305175781,109.02999877929688,109.02999877929688,1820800,104.22819961547852,95.4902498626709,108.12320288487193,106.85289670750218,1.270306177369747,1.512844741693028,-0.24253856432328091,62.848231609412316,109.70287515723042,106.99112432397074,2.7117508332596856,1.4691089987444899,109.02999877929688,0.0,0
2016-10-21,108.51000213623047,109.16999816894531,107.62999725341797,109.02999877929688,109.02999877929688,1838300,104.37539962768555,95.58984985351563,108.26270994555269,107.01416352763512,1.2485464179175665,1.4599850769379357,-0.21143865902036918,62.848231609412316,109.74921050739373,107.10078872966683,2.6484217777268952,1.4741727070861224,110.80999755859375,0.016325770881645368,1
2016-10-24,109.62999725341797,111.08999633789062,109.3499984741211,110.80999755859375,110.80999755859375,2014900,104.57079956054687,95.70464984893799,108.654600347559,107.29533641881724,1.359263928741754,1.4398408472986994,-0.08057691855694538,69.45791534401593,110.18164758132173,107.02335119797516,3.158296383346567,1.5160173393366672,109.02999877929688,-0.016063521509922,0
2016-10-25,110.76000213623047,110.7699966430664,108.94999694824219,109.02999877929688,109.02999877929688,1712900,104.7327995300293,95.80289985656738,108.71235395244175,107.42382992700092,1.2885240254408217,1.409577482927124,-0.12105345748630225,58.28983136133547,110.0805784580354,107.05742050436695,3.023157953668459,1.5405875729805882,107.97000122070312,-0.00972207255307268,0
2016-10-26,108.73999786376953,108.81999969482422,107.58999633789062,107.97000122070312,107.97000122070312,1623700,104.88019958496093,95.89364986419677,108.59814583986658,107.46428705986776,1.1338587799988176,1.3544337423414627,-0.22057496234264518,52.841063334241866,109.96401266202056,107.02198663607513,2.942026025945438,1.5334029207252784,107.06999969482422,-0.008335662829522429,0
2016-10-27,108.47000122070312,108.66000366210938,106.69000244140625,107.06999969482422,107.06999969482422,2393900,105.02759963989257,95.98749984741211,108.36304643293698,107.43508058838304,0.9279658445539383,1.269140162783958,-0.34117431823001976,48.68022218410899,110.027323199031,106.88567576337135,3.1416474356596495,1.5645885135808388,107.5999984741211,0.004950021302022056,1
2016-10-28,107.08000183105469,108.31999969482422,107.05000305175781,107.5999984741211,107.5999984741211,1931100,105.16619964599609,96.07649982452392,108.245654439273,107.44729672806734,0.7983577112056537,1.1749836724682972,-0.37662596126264347,51.12110684025211,110.02318315830502,106.79581555995671,3.2273675983483088,1.5435462371155222,107.51000213623047,-0.0008363972041530284,0
2016-10-31,108.0199966430664,108.29000091552734,107.04000091552734,107.51000213623047,107.51000213623047,1678400,105.30999969482421,96.16819984436034,108.13247716188184,107.45194157311646,0.6805355887653803,1.0760940557277139,-0.39555846696233354,50.68031208137016,110.02280999346245,106.70218924359811,3.3206207498643323,1.5225786487501278,106.87000274658203,-0.00595292881528797,0
2016-11-01,107.79000091552734,107.97000122070312,106.04000091552734,106.87000274658203,106.87000274658203,1951400,105.44259979248046,96.25664985656738,107.93825032875878,107.40883499337316,0.5294153353856217,0.9667583116592955,-0.4373429762736738,47.540936256170326,110.0694425163127,106.5035570564412,3.5658854598715095,1.5516801956376745,105.88999938964844,-0.009170050825744333,0
2016-11-02,106.8499984741211,106.94999694824219,105.56999969482422,105.88999938964844,105.88999938964844,2140300,105.53759979248046,96.3463998413086,107.62313479966488,107.29632865235652,0.32680614730836055,0.8387678787891085,-0.511961731480748,43.134739415364976,110.18797524423267,106.09402396231029,4.093951281922386,1.5394171283362668,107.16999816894531,0.012088004407165997,1
2016-11-03,106.54000091552734,108.16000366210938,106.4800033569336,107.16999816894531,107.16999816894531,3667000,105.65819976806641,96.44224983215332,107.55342147186187,107.2869708387705,0.26645063309136674,0.7243044296495602,-0.45785379655819347,49.69303460785994,110.15098158644845,105.99201768112967,4.158963905318785,1.5916019243451718,106.19999694824219,-0.009051051948083382,0
2016-11-04,105.8499984741211,107.08999633789062,105.5999984741211,106.19999694824219,106.19999694824219,2587500,105.74839965820313,96.52509983062744,107.34520231438192,107.20645425428692,0.13874806009499707,0.6071931557386476,-0.46844509564365056,45.41818257015248,110.16322378050536,105.73577524293215,4.427448537573213,1.5900589079508178,108.66000366210938,0.02316390569263482,1
2016-11-07,107.66000366210938,108.97000122070312,107.37000274658203,108.66000366210938,108.66000366210938,2729900,105.88039978027344,96.63454986572266,107.54747944480152,107.3141245807923,0.2333548640092289,0.5324254973927639,-0.299070633383535,55.802384080931425,110.0803834178731,105.76061618539839,4.319767232474703,1.6743407197015405,108.38999938964844,-0.0024848542551180693,0
2016-11-08,108.68000030517578,109.16000366210938,107.93000030517578,108.38999938964844,108.38999938964844,2453700,106.00219970703125,96.74204986572266,107.67709789785489,107.39381901107794,0.2832788867769551,0.4825961752696022,-0.19931728849264707,54.57511773977771,110.12514070770925,105.81785855986888,4.307282147840368,1.6426023366466873,107.86000061035156,-0.0048897387423317154,0
2016-11-09,105.55000305175781,108.05000305175781,104.5199966430664,107.86000061035156,107.86000061035156,3650200,106.11939971923829,96.85709987640381,107.70523677670053,107.4283509813945,0.2768857953060291,0.4414540992768876,-0.16456830397085853,52.15055236574009,110.11584786179301,105.80815116164447,4.30769670014854,1.8017023659277833,104.08000183105469,-0.035045417744361665,0
